Customer_ID,Customer_Name,Age,Gender,Account_Type,Balance,Loan_Amount,Loan_Status,Transaction_Count_Last_30_Days,Total_Transaction_Amount,Complaint_Text,Is_Fraud
7e076699-9b61-4bdd-b407-1938dfbe180e,Aaron Park,31,Female,Savings,605645.88,365088.13,Pending,63,4925.93,Not person tend drop tree new right.,0
7f87522e-b7d4-4ecb-ae2a-bc8e465391a4,Robert Peterson,67,Male,Current,565124.05,293770.39,Pending,32,2655.42,It a down window white break.,1
160401ac-ace4-4907-947b-986f24ed8c2a,Brenda Lopez,26,Female,Savings,443489.47,374322.5,Approved,68,40218.87,Suggest reflect opportunity admit catch claim decide bed seat firm.,0
33685516-f23b-4770-8de3-069b19808fab,Mark Powell,51,Female,Savings,391566.63,281940.66,Pending,63,10371.82,Treatment argue sport support expect ten field than themselves.,1
631f3123-8d20-4aad-b51a-4a7e799afd68,Samantha Moore,39,Female,Salary,70768.16,221227.25,Approved,60,2320.7,Other long down design nor child reveal guess.,0
779673ee-ac74-481c-b51f-77cd7ceaa696,Adam Johnson,43,Female,Business,630969.88,374455.76,Pending,47,23712.96,Animal whom wonder sit chair expect beat size say list.,0
74cce4e5-9c74-4402-9ead-53acc6d73486,Andrew Taylor,28,Female,Salary,619150.24,87999.18,Rejected,11,61565.4,Street share police important these marriage yet line make see figure.,1
a3b037f5-c76b-4bc0-8210-51072a053056,Charles Smith,46,Female,Current,976762.32,254651.59,Approved,6,76515.7,Music shake degree political day option.,0
4c01d055-258d-4554-a1f0-dfd7ae124323,Bradley Rogers,46,Female,Savings,894788.61,413399.35,Rejected,82,26073.58,Personal himself vote whole dinner road shoulder southern analysis detail talk suggest window.,1
f734b759-5def-47b5-a71d-ede2c7d9e334,Mary Lucas,54,Male,Savings,183860.53,422806.74,Pending,60,78604.7,Leader them event performance woman feel on nor policy.,0
a1fb3a46-d2d8-48da-addd-b214d71f2b7a,Brian Warren,18,Female,Current,759448.46,58568.48,Pending,94,38669.95,Cover set job thing I arm night question data remain by plant.,0
5752aa36-9c69-4aef-a9d8-696061b82a4e,Alejandro Harrell,54,Female,Current,967726.96,248031.0,Pending,89,36163.51,Manage remember data environment he develop rate.,0
5dc154be-2d65-428b-9ae6-d6c165f69c4b,Diana Gonzales,49,Male,Salary,745188.0,475900.79,Approved,33,9749.86,Go really indeed picture husband address clearly yeah sort dream agent.,1
1304352d-0b60-4041-8e0f-4549f488ef37,William Webb,55,Male,Business,691941.5,130130.57,Pending,86,49673.5,Ok lot reason some wait central subject analysis goal become individual ready.,1
47b988f6-06ea-4f7d-be2e-7654e1bd7042,Colton Wheeler,33,Male,Business,118994.85,336582.56,Rejected,56,10711.81,Sort expect drive age collection book newspaper.,1
57017cd7-f190-49b7-9976-96ea0d3c7a8a,Andrew Martin,42,Female,Salary,942980.38,370516.84,Pending,90,57708.73,Watch study federal claim price international.,1
318110b5-23ba-45ef-84e2-8a92a1572aec,Brandon Spence,34,Male,Salary,12161.74,146276.44,Pending,97,93044.52,Sort standard interview tend candidate reason play with.,0
0bed1e02-5d60-4be5-a7e5-c3aac7c15538,Albert Smith,41,Female,Salary,570681.09,32529.52,Pending,7,63784.06,Hit about follow recognize seem dream consumer anything reason learn argue summer.,1
9feff3b0-9f5e-4338-84d8-31de992a2181,Ruben Robinson,33,Female,Current,380484.09,495607.88,Pending,74,70417.48,Ball claim born often house owner good tell single suddenly my history.,1
e343a4e1-d6b4-4073-be8d-1825fa1eefd8,Amy Mckenzie,42,Male,Current,671430.79,421786.0,Rejected,63,35003.63,Term such west letter no clear state TV.,0
8a870ac6-9cba-47ff-8100-224af713552e,Jeremy Wolf,63,Male,Salary,41267.18,294702.3,Rejected,41,70562.06,Kitchen boy account economic relationship student job expect open public responsibility finally.,0
7d21a0a4-ddb3-4fcf-99fb-f2df0fcf3bbd,Kayla Carey,66,Male,Salary,708088.47,123197.7,Approved,28,47699.79,Home example use really part young attention food price up.,0
2a4ec094-e954-4138-bedb-5c7b0f23330d,Brandon Donaldson,18,Male,Savings,838184.05,102614.54,Pending,88,62632.18,Word particularly along arm forward increase remember election worry education.,0
3d27b50e-2dd5-46b7-95e3-999d86f4186b,Jessica Wilcox,61,Female,Business,766401.37,300377.68,Pending,47,46575.61,Skin catch senior surface test firm firm writer.,1
e92c1ccd-796d-41b8-aaed-09379825bf0d,Ashley Ortiz,28,Female,Current,483784.66,357740.62,Rejected,83,56267.18,Learn personal spring edge notice occur suggest under.,1
250b05c1-f700-4f21-8584-7f4dec918b2e,Christine Villegas,46,Female,Savings,699718.7,41609.47,Rejected,34,55107.03,Degree company arm coach where rate follow trade environmental away pretty brother office.,0
59724e3f-5aaa-4dfd-bee0-69d831f41947,Nancy Rubio,56,Male,Salary,25033.77,342542.06,Pending,4,17845.07,Poor media ball everyone test question dream politics.,0
97d7e1d5-2adc-47dc-b502-6c7cf3a1ec19,Matthew Crawford,39,Female,Business,569119.99,74123.68,Approved,64,17180.25,Between add yes responsibility run letter buy his vote road need risk affect.,1
5b88ed8a-a2f3-46f0-9b53-9d40f46f5a9a,Mackenzie Henry,67,Male,Current,324726.01,34167.06,Pending,69,33417.16,Past me tough way human just line bag century identify relationship upon effect first.,0
37522c04-f510-4890-849b-29d672b1d0bb,Michael Smith,60,Male,Savings,16852.57,117567.51,Pending,45,33797.78,Ball question machine small weight lose clearly health laugh anyone.,0
69f1bdb9-4693-4aaa-a70d-d8698508edbd,Jason Johnson,21,Female,Current,273858.93,358912.8,Rejected,25,80185.8,Star expert rise according modern social drop blue.,1
908111fa-4ea5-4305-b053-28228b0dcba9,Deborah Mccarthy,28,Female,Current,269950.92,479664.6,Approved,67,33436.82,Law upon court against respond soon large if customer treat cause.,0
9ecc1ba7-7d68-40e5-9b87-1a0a82e4ec4c,Jamie Jones,48,Female,Business,877984.11,487935.76,Pending,24,71282.95,Others amount risk own scene marriage themselves send style movie night.,0
1f194911-a14a-466d-b61e-a12573a4c18a,Andrea Martin,69,Male,Business,707692.8,446527.12,Pending,23,12087.85,Very responsibility already individual either chair.,0
81aa67b5-f379-4c34-8f07-ca9b56789174,Ross Williams,27,Male,Savings,711244.55,356898.55,Approved,79,87388.26,Whole teacher street study politics respond likely.,1
38fce276-be52-4256-8666-93371c026b42,Joshua Peters,38,Female,Business,805021.73,480589.13,Approved,28,46535.57,Site PM rock while son challenge spring trade successful dark.,1
c496b302-922f-435a-9417-2c2e6c9d0c57,Michael Hill,33,Female,Salary,979165.36,101814.11,Pending,45,77365.24,Check continue tonight rate however size commercial anything future occur open possible everything.,1
dffbce75-b770-48af-9e38-b546bd488096,Katrina Cook,21,Male,Current,962629.63,268035.5,Pending,10,9404.38,Issue every red candidate break beat start base time institution hit bill lose.,0
be220573-37fc-4efd-8a17-931236b61d69,Stanley Rodgers,70,Female,Salary,52537.41,205264.67,Rejected,7,55296.63,Wide sort yet future cup move exist catch feel month challenge catch.,0
49fa121c-c61d-422c-9fca-9dbbefde21e3,Andrew Allen,60,Male,Business,611762.97,379690.44,Rejected,93,94216.39,Before join agreement century boy these.,1
bb4cf195-27d9-4de9-95b9-2b13e44a8fc1,Robert Guzman,33,Male,Business,305096.85,318779.67,Pending,62,27978.09,Measure color group everybody she add store rich.,1
6b083b49-1432-4d63-aafd-dc7ed439eb47,Cindy Patterson,28,Female,Business,831616.4,496534.16,Pending,95,70276.05,Heavy effect life season line manage front produce.,0
3672ae66-3330-43ba-9ae9-5cc186797a14,Darrell Yoder,28,Male,Current,357982.17,36050.99,Pending,8,87044.79,Certainly manager degree decision outside particular movement prepare child imagine prepare.,0
183f605e-84b2-4516-a326-3c0266c5dcd7,Chad Moore,23,Male,Savings,291714.54,261015.34,Approved,9,2317.19,Option cultural trip into front enjoy yeah few create.,0
15656705-b2cc-49ea-b355-78dbcd847338,Megan Brown,63,Male,Current,569689.96,438229.38,Approved,35,37070.18,Next simply local fight he may along whole.,1
86798508-7d3a-4dcc-b1f3-91ca50fab0fb,Richard Lowery,41,Male,Salary,302603.21,149392.53,Approved,69,89780.54,Magazine social which worker tough if.,0
74ee568d-0413-40fe-a59d-ba1ff549507e,Lindsey Valencia,21,Female,Current,233035.95,248139.03,Approved,22,66296.65,Language site even food cut another.,0
57fa902a-7d58-431e-8e51-07a71ebba92c,Elizabeth Thompson,26,Female,Savings,948696.14,169916.39,Pending,15,89476.82,Citizen under hundred much financial economic occur girl increase argue rest science control.,1
28d5e498-7eb4-4faf-af34-41f9eceed273,Keith Clark,55,Female,Current,38192.03,21730.77,Rejected,35,8397.84,At Republican itself management improve city enough draw.,0
d7625f61-e3b0-4727-8d09-679d544ff814,Jacob Cole,56,Male,Savings,520723.26,257373.72,Rejected,98,53835.12,Sense reach pattern wait scientist thousand catch team it how matter.,0
810ff690-dbf7-4ec4-b980-ad754f67986c,Linda Hill,24,Male,Savings,307854.42,26514.73,Rejected,61,55158.21,Law why will have near behind.,0
2c922bfd-439a-41f3-8845-e8f25950193d,Oscar Brown,66,Female,Salary,163419.11,337223.89,Approved,67,76577.81,Kid get anyone star seem sometimes.,0
50d4df2e-1c87-4cc5-afef-d7cb89bc50ff,John Hansen,36,Female,Business,208669.26,324375.56,Rejected,4,45191.93,Its recognize with buy skill teacher between military agency laugh available common.,1
b0a7eccf-9e3d-4ee6-b20d-852eb22eeafa,Beth Ross,69,Male,Current,164011.63,473906.27,Rejected,36,98432.51,Than young brother return third born what.,0
3963c594-5e50-4a4e-a844-d3bdd819569f,Nathan Harris,37,Female,Salary,154675.03,374832.92,Pending,1,30166.13,Surface under occur somebody money present issue summer there.,1
39e48e8f-f49d-43a4-a3a7-87307a36ce11,Carl Pope,62,Male,Salary,720610.14,469523.15,Pending,13,60832.68,Interest father society late fight large paper take allow sound because.,1
122cf532-f405-4d82-8d72-7acdcdddf6fd,Amber Orozco,22,Female,Savings,309239.28,57301.46,Approved,23,70828.45,Really also audience wind increase class author yard event.,0
67ed3fe3-1a64-4a39-92a0-cd65b373aef8,Amanda Cox,26,Male,Current,929728.29,474442.9,Rejected,28,74743.41,World read deal rule man still campaign son difficult.,1
308af729-7886-41ea-96f7-642ab07723c5,Karen Jones,70,Female,Salary,25384.08,259572.91,Pending,8,20371.11,Somebody sure specific finally open do senior send magazine only avoid learn article.,0
eb9a6e31-0348-4ace-9298-429dd59d3f91,Robert Larson,44,Male,Salary,456467.56,398534.58,Approved,100,37393.38,Last into Congress type friend direction ask to hold station Congress war situation.,1
f459b69a-4e82-4f74-a323-c8272a9dcb4a,Nathaniel Malone,57,Female,Savings,741331.26,191077.02,Pending,33,75866.4,Learn physical available management garden score stuff sometimes list.,0
71169530-8a04-4dcb-900e-2e4ba7c4469b,Jessica Evans,64,Female,Current,716661.42,213767.53,Approved,26,13508.84,Training already partner growth hour entire conference eight political economic child news data.,0
4c2bbb37-a72b-49ad-9c23-1eb357eacd3f,Nancy Williams,63,Female,Current,568480.99,18943.42,Pending,87,78080.73,Science unit other administration weight far girl despite interesting public standard.,1
03f4cdfc-66ee-4052-83eb-d2c645f38725,Laura Ware,34,Female,Salary,749975.38,269635.68,Approved,32,85837.57,Bring citizen among fast star foreign trial behavior look recognize pattern event eight number.,0
9d3756e0-8997-4c37-a15d-ce8dcf1d5fb4,Peter Bell,65,Male,Savings,858961.07,364798.18,Pending,41,85938.47,Night with still every wrong myself professional.,0
90e361a0-f406-4493-94dc-de5530301c22,Cameron Woods,19,Male,Salary,765601.36,25752.17,Approved,22,93600.05,Wall structure over foreign question other.,0
db94c557-8144-44e5-a414-b896e1ab1381,Jeffrey Suarez,40,Female,Salary,880815.72,305449.4,Pending,85,71131.21,By executive accept tough fast trial heart.,1
207b07c3-3367-4216-98bc-afb20de8ebb7,Marcus Garcia,48,Female,Current,405428.62,474600.11,Pending,67,34392.15,Campaign much maintain might simple sister option society character writer among audience town.,1
fc461adf-7564-4bff-b440-562ad1a66b59,Sherry Barnes,38,Female,Business,275065.36,138054.42,Approved,37,46645.66,Top decide year quite option hospital.,1
ad742ac6-bbb1-4389-83b3-5532c58f5761,Javier Scott,58,Female,Salary,465473.53,379855.57,Rejected,7,59043.55,Firm soon why born support positive pick animal set.,1
ab452e2c-9bca-4d2a-b963-dbaa54471dd5,Kevin Foley,22,Female,Current,517053.63,231119.21,Rejected,76,20868.66,About join model from price employee skin small state central practice.,1
3e4dadd8-71d2-4dd5-bdb7-70a7d44f771d,Debbie Reed,53,Male,Savings,237432.2,207887.49,Pending,20,57506.29,Seven among crime young agent commercial democratic near program most keep however.,1
4b853477-4746-40f5-9337-afbd340f45ba,Michael Figueroa,57,Female,Business,161050.69,148014.54,Approved,52,99330.18,Account produce suggest each miss executive source little.,0
7d411539-bd6b-410d-bca0-06a4ead7ee17,Stephanie Rodriguez,18,Female,Current,147164.26,349937.6,Rejected,60,41320.74,Check letter particular hand audience agree.,1
6bf234f8-47ac-437c-987e-af5a799cb697,Larry Patrick,38,Female,Savings,355493.13,89747.89,Pending,91,66488.3,Collection may all former eye under never senior floor office discover position.,1
7403bb1a-4ba9-42ea-80c0-2d5d575d4357,Daniel Taylor,47,Male,Business,325909.42,311160.4,Rejected,43,70967.38,Coach term worry car answer offer throughout.,0
750637e3-b6d4-401e-bbd0-15018b553660,Mike Cherry,34,Male,Savings,694832.71,348566.07,Approved,8,63380.1,Street success believe attack expert age huge.,0
1287b754-8ad3-4492-9c69-234184658455,Joy Goodwin,66,Female,Current,36840.23,61221.94,Approved,11,38523.18,Sound kid everyone view market environment determine book fear cell military soon clear.,0
306c2b36-2696-4020-82ec-585632da8fe7,Kevin Alexander,67,Male,Business,24453.6,102052.65,Pending,25,76779.97,Pick artist huge foreign we soon job art must Mrs at skill.,1
6265adfc-d9cc-48d0-951e-17bc321442c9,Albert Williams,57,Male,Business,311075.98,331935.0,Approved,87,10836.97,Rest together pick production theory join plant together onto buy beyond yourself.,0
170cd0f2-7a53-4dd6-a53c-7e175aaf4692,Natasha Harrison,23,Male,Current,701762.04,25498.66,Approved,97,13342.84,Maybe side expert reflect hair data laugh.,1
259ff938-6a49-4d4b-bfe4-cbee879e1d6c,Molly Anderson,23,Male,Salary,118636.89,467040.89,Rejected,59,89649.9,Two summer nation book alone single side seven mean become blood wait.,0
1445927c-f676-4021-807b-328fb91dc437,Dana Williams,29,Female,Current,318763.69,419170.67,Approved,32,51008.03,Reflect fly its ever exist city interest important plant.,1
c55ec3dd-4687-4c4b-aa48-b9e2ff6e6b1d,Louis Pratt,52,Female,Salary,322541.09,228468.65,Pending,7,40715.0,Low miss back community evidence reduce face serve meet thousand material.,0
d86cdf8b-8c12-471c-9b58-74f95220f218,Tammy Suarez,22,Female,Savings,223200.12,209486.4,Pending,12,53503.53,Yes article environment support spring forward author price thank card about economy here.,1
06e0158f-740e-48ea-b908-6c81761adc31,Collin Moreno,44,Female,Business,430087.02,320344.44,Pending,87,1632.34,Watch out capital near quite certainly girl once message agreement.,0
e5e62f7a-bdf1-4055-909e-01cedbd85f96,Alex Padilla,43,Female,Salary,274717.65,43024.93,Pending,83,48929.52,Talk under drop people can including huge affect.,0
4a1385f4-cf29-4e79-8203-7ec6d9e1b103,Tyler Mckay,38,Female,Current,666120.46,209482.75,Rejected,86,5322.11,Record they source traditional sing no.,0
751eadef-c083-437f-9570-b3cb6da92257,Maria Clayton,53,Male,Salary,504571.68,159256.35,Pending,42,54769.82,Build memory protect natural entire evidence really day short generation behind receive.,0
1fe6c466-0478-4f84-8d7d-723f7ab63f45,Omar Smith,48,Male,Current,921740.95,285097.79,Rejected,8,80739.2,Nation raise water stay I result organization increase rule manage nature else.,1
b8a5c159-f263-44bf-a354-447af847fa7c,Jennifer Watson,67,Female,Salary,446964.73,347408.21,Approved,27,40931.65,Garden majority well bring economy hour every relate professor.,0
268be128-ba7a-4f90-91a0-1b137e4c6b1c,Ashley Nelson,18,Male,Salary,740089.43,15173.81,Pending,54,66500.99,Leader bank book identify city idea west own.,0
8b6c4eaa-8f4a-440c-92dd-71aed37240b6,Mrs. Andrea Wong MD,36,Male,Salary,494313.34,207123.46,Pending,97,9886.04,Yourself add Republican case source traditional state since truth public prove.,1
5174f5e7-677b-47aa-a2c1-d6bf80713417,Anthony Robinson,64,Male,Salary,546433.6,211041.42,Rejected,65,93998.89,Note listen understand local guess serve determine until source.,1
b78877b6-89e2-4af5-90e0-0069a4743536,Crystal Johnson,47,Male,Business,904558.24,404591.44,Pending,90,3316.75,Of base voice action exist guy policy TV attorney.,0
0cccb788-c9c0-4bfb-8048-453d4628033f,Cory Grimes,26,Female,Savings,57860.77,361693.66,Pending,82,74229.11,Large word method pretty catch detail.,0
6c7f663f-0fb1-48e9-8f35-8771d1bbfcc9,Allison Chang,46,Female,Salary,153869.29,492019.6,Approved,22,17704.21,Personal skill take long many material then street but huge despite.,0
aeb2b0aa-3cb8-415d-be3f-9c1f35a0d3cd,Mrs. Kayla Rowe,44,Male,Current,330482.52,367361.36,Pending,19,60951.17,Team tax far speak believe activity future.,1
61daf200-345d-4ea9-8d64-b0f54a8c61e5,Vincent Sanchez,51,Female,Current,312268.05,6734.07,Pending,9,89937.11,Ever recent majority affect argue summer economic run born agreement.,0
9013af24-87b1-4bb2-bb24-0e1a0f340e08,Stefanie Brown,58,Female,Current,328343.88,295927.34,Approved,66,13358.42,Reflect fact reach huge specific open art position name fact current beyond.,1
7926192f-c825-4b96-bf34-79fe2a4e5237,Evan Chavez,70,Male,Business,777736.55,324716.77,Pending,89,60517.0,Crime itself behavior day notice international form Congress stand different.,1
298589af-b80e-4363-92b2-cd09bf7ed970,Heidi Mack,40,Female,Current,486157.06,426735.23,Pending,2,62079.83,Them make break mission commercial admit Republican amount.,0
ef997879-6b2e-4b90-93df-82b67d0a2716,Carrie Wheeler,49,Female,Current,169855.1,9685.34,Rejected,13,95490.51,Yeah practice modern religious say kid meet political still sing its.,1
f1701e79-6b81-4423-9dfd-d0b2b1480b74,Jennifer Yu,30,Male,Salary,914652.14,307950.89,Pending,100,38138.09,That think education ask table large either blue us.,1
0c44331b-4792-47a6-bf98-4177eb72dcf2,Kaitlin Turner,22,Male,Current,800985.61,305511.23,Rejected,10,27219.39,Know build case pick sometimes expert treat thank traditional audience man.,1
c766e893-db59-43a3-a45b-2ec2d596802f,Ashley Fields,23,Female,Savings,769844.13,424411.95,Pending,39,88035.28,Able investment almost man wife mission development.,1
15281039-a26e-4d59-ab00-195c6f3cb597,Tony Vazquez,45,Male,Current,752285.23,172416.73,Rejected,30,57451.88,Career military commercial reach thing which.,1
d01b24e4-eec4-4c4e-8d3a-a0349e6dc6b0,Abigail Morgan,30,Female,Savings,719474.12,165472.13,Pending,72,85392.9,Under voice market country image pass learn radio state experience.,1
71ff9b2b-d853-4328-b194-1cc3a3ba8dfb,Rachel Franklin,44,Female,Business,147502.74,235968.97,Rejected,49,65987.17,Probably modern certain daughter represent fight.,0
6bd52c11-eaff-488a-94b9-220653cec40e,Shawn Parker,32,Male,Salary,663096.88,31344.38,Pending,30,89949.56,Purpose agree his might six glass.,0
ca9b4bde-4ba8-456e-98fe-5fd0266dae3a,Ryan Rodriguez,41,Male,Current,980631.82,461139.03,Rejected,83,81245.67,Risk child fund material point total senior address either program civil foot record.,0
59c5e048-a5cb-4a10-9109-aef223dd25b4,Mrs. Danielle Graham,39,Male,Current,406452.79,360534.87,Pending,93,96026.63,Family soldier clear call remain number miss fire eye more.,0
81c4132f-9c43-4f45-ae8c-19e9615201f2,Jennifer Warren,65,Female,Savings,46232.51,195669.33,Pending,54,67836.95,Suffer effort city authority executive step prevent attorney wife suffer trip employee film.,1
d0915522-cac0-4db2-b047-c87d1fa4040e,Dalton Martinez,53,Male,Business,621537.22,176997.57,Approved,87,34101.11,Toward after network type consider two maybe south lead simply site.,1
08472b6a-c681-41cf-bd1d-2309f9b24045,Carolyn Young,43,Female,Salary,36666.64,351406.58,Rejected,40,72491.53,Money property walk perform north set.,0
f1728b2c-c05f-4906-8572-082e2251954c,Thomas Ramos,60,Female,Salary,658075.69,138360.08,Approved,44,17033.89,Specific probably because story age mouth argue east.,0
6bdd9b46-c717-4b6f-a49a-3a8b31569180,Julie Richardson,59,Male,Current,257824.73,302758.28,Rejected,100,20565.2,On time scene help watch direction would century new.,0
16106480-c296-45f3-8a71-2aa230fe1463,Amanda Shaffer,68,Female,Savings,928232.23,438472.57,Approved,37,50661.63,Reflect agreement education short organization leader cell into push sometimes.,0
fe107ca2-8c30-4984-96fe-849ff02a7819,Shari Nichols,31,Male,Salary,260959.76,133543.36,Rejected,19,73691.12,Such worker might newspaper behind true address step plant blue professor community.,0
b495f537-6d41-4002-9ba1-9af2607c365c,Ralph Wallace,45,Male,Savings,897373.02,460719.84,Rejected,50,7304.4,Choose card carry guy authority read feeling.,1
9b3f4e64-f9c9-4a06-96e5-2245127c06f8,Jessica Jenkins,21,Male,Business,214013.06,32058.39,Pending,47,36882.05,Once American age start player worker.,1
db6a79f3-6bda-4da4-93ac-aee866db2d53,Thomas Moore,25,Female,Savings,189862.05,399725.15,Approved,59,74334.18,Daughter yeah memory mean information town kind admit no Democrat who.,1
e1455375-df09-41be-bc50-6459a8cbff72,Lisa Stewart,63,Female,Savings,618061.49,285811.79,Rejected,30,83272.3,Eye listen drop model card later determine experience.,1
2bce83ff-da53-489b-902e-27c15367112a,Gary Wheeler,66,Female,Salary,626834.83,169884.33,Rejected,19,85226.96,Choice office foot bit wait current purpose small down top ten off.,0
ac265604-17ab-4a74-8fd9-9b32944bdd10,Timothy Poole,22,Male,Current,551399.62,69258.32,Approved,59,75295.88,Seem view among budget onto personal hundred cultural force serious similar.,0
811eef66-60c7-423a-8427-7cb7ffb7e8e3,Timothy Spencer,65,Male,Salary,568897.28,382179.4,Rejected,83,39580.47,Itself paper after buy too I.,1
c61e9c31-d366-4735-b2cc-75c234e2444f,John Munoz,55,Female,Business,913595.9,222219.43,Rejected,53,98816.09,Their north popular mother black behavior position including matter modern south.,1
488b7372-1377-4fb2-a717-02939db88826,Brenda Santana,50,Female,Business,563758.81,43412.75,Rejected,99,33419.61,Center know tree resource mention collection himself kid large size.,1
b051470f-f4a6-4442-965c-2b5b151b475f,Mark Parks,18,Female,Current,834148.89,442481.57,Pending,10,51416.73,Ground return together spend eye environmental according second country power speech discussion.,1
82b03ea1-54bc-43e4-9950-9942ec8167e9,Sara Hayden,29,Female,Business,426705.39,174516.72,Pending,47,34605.93,Throw five economic pull class must probably.,0
b7494675-6477-4cb0-acc2-ffac4ba209dd,Abigail Wallace,22,Male,Business,568114.48,456619.81,Rejected,89,96158.48,Who choose sister book physical federal soon coach.,1
8094589f-aa0a-478d-8963-2a5efd32a084,Wendy Martinez,40,Male,Business,948844.64,361867.58,Rejected,39,56992.16,Bed remember star fill politics check politics later.,1
4f42f622-c7b3-41c7-a142-4956e572cdec,Linda Williams,21,Male,Business,668197.62,332901.8,Pending,73,12637.64,Store benefit put person across building during know recent specific traditional doctor technology.,1
449aece5-a381-474b-b921-3b257376b222,Samantha Dixon,56,Female,Salary,90463.11,471473.84,Rejected,11,43386.95,Campaign two next important charge human product suggest later group eye avoid task.,0
a1928412-bc82-4640-94d3-0bff8a2c371c,Richard Cunningham,30,Male,Salary,726362.42,473393.01,Approved,79,59329.01,International painting respond arrive tough rich expect may good act maybe.,0
8b4c82c8-e776-4f2e-883d-29f1b7ca68f4,Brandon Smith,31,Male,Salary,514631.33,399272.87,Approved,18,30213.33,World court skin area goal four character hold skin life across detail.,0
